ip,msg,score
47.75.170.142,MSG,0
47.75.60.193,MSG,0
47.91.227.101,MSG,0
47.97.0.85,MSG,0
47.97.41.170,MSG,0
47.97.65.185,MSG,0
47.98.197.225,":'PHP Injection Attack: High-Risk PHP Function Call Found',",94
47.98.197.225,":'SQL Injection Attack',",94
49.141.192.0,MSG,0
49.141.192.1,MSG,0
49.141.192.10,MSG,0
49.141.192.103,MSG,0
49.141.192.104,MSG,0
49.141.192.105,MSG,0
49.141.192.106,MSG,0
49.141.192.107,MSG,0
49.141.192.108,MSG,0
49.141.192.109,MSG,0
49.141.192.11,MSG,0
49.141.192.110,MSG,0
49.141.192.111,MSG,0
49.141.192.112,MSG,0
49.141.192.114,MSG,0
49.141.192.115,MSG,0
49.141.192.116,MSG,0
49.141.192.117,MSG,0
49.141.192.118,MSG,0
49.141.192.119,MSG,0
49.141.192.12,MSG,0
49.141.192.120,MSG,0
49.141.192.121,MSG,0
49.141.192.123,MSG,0
49.141.192.124,MSG,0
49.141.192.125,MSG,0
49.141.192.126,MSG,0
49.141.192.128,MSG,0
49.141.192.13,MSG,0
49.141.192.131,MSG,0
49.141.192.132,MSG,0
49.141.192.135,MSG,0
49.141.192.137,MSG,0
49.141.192.138,MSG,0
49.141.192.139,MSG,0
49.141.192.140,MSG,0
49.141.192.141,MSG,0
49.141.192.142,MSG,0
49.141.192.145,MSG,0
49.141.192.149,MSG,0
49.141.192.15,MSG,0
49.141.192.150,MSG,0
49.141.192.152,MSG,0
49.141.192.153,MSG,0
49.141.192.155,MSG,0
49.141.192.156,MSG,0
49.141.192.157,MSG,0
49.141.192.158,MSG,0
49.141.192.159,MSG,0
49.141.192.16,MSG,0
49.141.192.160,MSG,0
49.141.192.161,MSG,0
49.141.192.162,MSG,0
49.141.192.164,MSG,0
49.141.192.165,MSG,0
49.141.192.166,MSG,0
49.141.192.167,MSG,0
49.141.192.168,MSG,0
49.141.192.169,MSG,0
49.141.192.17,MSG,0
49.141.192.170,MSG,0
49.141.192.171,MSG,0
49.141.192.173,MSG,0
49.141.192.174,MSG,0
49.141.192.175,MSG,0
49.141.192.176,MSG,0
49.141.192.179,MSG,0
49.141.192.181,MSG,0
49.141.192.182,MSG,0
49.141.192.183,MSG,0
49.141.192.184,MSG,0
49.141.192.185,MSG,0
49.141.192.188,MSG,0
49.141.192.189,MSG,0
49.141.192.19,MSG,0
49.141.192.190,MSG,0
49.141.192.191,MSG,0
49.141.192.192,MSG,0
49.141.192.194,MSG,0
49.141.192.197,MSG,0
49.141.192.198,MSG,0
49.141.192.199,MSG,0
49.141.192.2,MSG,0
49.141.192.20,MSG,0
49.141.192.200,MSG,0
49.141.192.201,MSG,0
49.141.192.202,MSG,0
49.141.192.203,MSG,0
49.141.192.205,MSG,0
49.141.192.206,MSG,0
49.141.192.208,MSG,0
49.141.192.209,MSG,0
49.141.192.21,MSG,0
49.141.192.213,MSG,0
49.141.192.214,MSG,0
49.141.192.215,MSG,0
49.141.192.216,MSG,0
49.141.192.218,MSG,0
49.141.192.219,MSG,0
49.141.192.22,MSG,0
49.141.192.221,MSG,0
49.141.192.223,MSG,0
49.141.192.224,MSG,0
49.141.192.225,MSG,0
49.141.192.226,MSG,0
49.141.192.228,MSG,0
49.141.192.23,MSG,0
49.141.192.231,MSG,0
49.141.192.233,MSG,0
49.141.192.234,MSG,0
49.141.192.237,MSG,0
49.141.192.238,MSG,0
49.141.192.239,MSG,0
49.141.192.24,MSG,0
49.141.192.240,MSG,0
49.141.192.241,MSG,0
49.141.192.243,MSG,0
49.141.192.244,MSG,0
49.141.192.247,MSG,0
49.141.192.248,MSG,0
49.141.192.249,MSG,0
49.141.192.25,MSG,0
49.141.192.254,MSG,0
49.141.192.255,MSG,0
49.141.192.26,MSG,0
49.141.192.27,MSG,0
49.141.192.3,MSG,0
49.141.192.30,MSG,0
49.141.192.34,MSG,0
49.141.192.35,MSG,0
49.141.192.36,MSG,0
49.141.192.37,MSG,0
49.141.192.38,MSG,0
49.141.192.39,MSG,0
49.141.192.4,MSG,0
49.141.192.42,MSG,0
49.141.192.43,MSG,0
49.141.192.44,MSG,0
49.141.192.45,MSG,0
49.141.192.46,MSG,0
49.141.192.47,MSG,0
49.141.192.49,MSG,0
49.141.192.5,MSG,0
49.141.192.50,MSG,0
49.141.192.51,MSG,0
49.141.192.52,MSG,0
49.141.192.54,MSG,0
49.141.192.56,MSG,0
49.141.192.58,MSG,0
49.141.192.59,MSG,0
49.141.192.60,MSG,0
49.141.192.61,MSG,0
49.141.192.62,MSG,0
49.141.192.63,MSG,0
49.141.192.65,MSG,0
49.141.192.66,MSG,0
49.141.192.67,MSG,0
49.141.192.68,MSG,0
49.141.192.7,MSG,0
49.141.192.70,MSG,0
49.141.192.72,MSG,0
49.141.192.73,MSG,0
49.141.192.74,MSG,0
49.141.192.76,MSG,0
49.141.192.79,MSG,0
49.141.192.8,MSG,0
49.141.192.80,MSG,0
49.141.192.81,MSG,0
49.141.192.83,MSG,0
49.141.192.84,MSG,0
49.141.192.85,MSG,0
49.141.192.87,MSG,0
49.141.192.88,MSG,0
49.141.192.89,MSG,0
49.141.192.9,MSG,0
49.141.192.92,MSG,0
49.141.192.93,MSG,0
49.141.192.94,MSG,0
49.141.192.95,MSG,0
49.141.192.98,MSG,0
49.141.192.99,MSG,0
49.156.38.214,MSG,0
49.157.1.42,MSG,0
49.4.109.145,MSG,0
49.76.11.67,":'PHP Injection Attack: High-Risk PHP Function Call Found',",5662
49.76.11.67,":'PHP Injection Attack: Low-Value PHP Function Call Found',",772
49.76.11.67,":'SQL Comment Sequence Detected.',",772
49.76.11.67,":'SQL Injection Attack',",1667
49.76.11.94,":'PHP Injection Attack: High-Risk PHP Function Call Found',",15491
49.76.11.94,":'PHP Injection Attack: Low-Value PHP Function Call Found',",2932
49.76.11.94,":'SQL Comment Sequence Detected.',",2932
49.76.11.94,":'SQL Injection Attack',",6685
49.76.124.31,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2934
49.76.124.31,":'PHP Injection Attack: Low-Value PHP Function Call Found',",364
49.76.124.31,":'SQL Comment Sequence Detected.',",364
49.76.124.31,":'SQL Injection Attack',",809
49.76.124.31,MSG,0
49.76.204.30,MSG,0
49.76.205.212,":'PHP Injection Attack: High-Risk PHP Function Call Found',",3764
49.76.205.212,":'PHP Injection Attack: Low-Value PHP Function Call Found',",501
49.76.205.212,":'SQL Comment Sequence Detected.',",501
49.76.205.212,":'SQL Injection Attack',",1074
49.76.205.212,MSG,0
49.77.197.155,":'Detects blind sqli tests using sleep() or benchmark().',",48
49.77.197.155,":'IE XSS Filters - Attack Detected.',",2
49.77.197.155,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",15
49.77.197.155,":'PHP Injection Attack: High-Risk PHP Function Call Found',",406
49.77.197.155,":'PHP Injection Attack: I/O Stream Found',",4
49.77.197.155,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1653
49.77.197.155,":'PHP Injection Attack: PHP Open Tag Found',",273
49.77.197.155,":'Path Traversal Attack (/../)',",8112
49.77.197.155,":'Possible XSS Attack Detected - HTML Tag Handler',",41
49.77.197.155,":'Remote Command Execution: Suspicious Java method detected',",92
49.77.197.155,":'Remote Command Execution: Unix Shell Expression Found',",9
49.77.197.155,":'Remote Command Execution: Wildcard bypass technique attempt',",6
49.77.197.155,":'SQL Comment Sequence Detected.',",1829
49.77.197.155,":'SQL Hex Encoding Identified',",88
49.77.197.155,":'SQL Injection Attack',",326
49.77.197.155,":'SQL Injection Attack: Common DB Names Detected',",81
49.77.197.155,":'XSS Filter - Category 1: Script Tag Vector',",4
49.77.197.155,":'XSS Filter - Category 3: Attribute Vector',",8
49.77.197.155,":'XSS Filter - Category 5: Disallowed HTML Attributes',",2
49.79.232.69,MSG,0
49.79.232.70,MSG,0
49.79.232.71,MSG,0
49.79.232.74,MSG,0
49.82.92.164,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2000
49.82.92.164,":'SQL Injection Attack',",313
49.83.227.3,MSG,0
49.85.16.50,MSG,0
50.115.128.154,":'Path Traversal Attack (/../)',",2
50.115.128.154,MSG,0
50.117.114.10,":'Path Traversal Attack (/../)',",5
50.117.114.10,MSG,0
50.117.115.130,MSG,0
50.117.116.82,MSG,0
50.117.120.226,MSG,0
50.118.246.10,":'Path Traversal Attack (/../)',",1
50.118.246.10,MSG,0
50.118.247.170,MSG,0
50.118.251.122,MSG,0
51.75.109.82,MSG,0
52.12.196.134,MSG,0
52.168.136.54,MSG,0
52.78.211.139,MSG,0
52.90.210.212,MSG,0
52.90.235.182,MSG,0
54.202.225.77,MSG,0
54.77.226.126,MSG,0
54.85.211.55,MSG,0
58.127.216.102,MSG,0
58.16.17.130,":'PHP Injection Attack: Low-Value PHP Function Call Found',",32
58.16.17.130,":'Path Traversal Attack (/../)',",94
58.16.17.130,":'Possible XSS Attack Detected - HTML Tag Handler',",17
58.16.17.130,":'Remote Command Execution: Unix Shell Expression Found',",5
58.16.17.130,":'Remote Command Execution: Wildcard bypass technique attempt',",17
58.16.17.130,":'SQL Comment Sequence Detected.',",17
58.16.17.130,":'SQL Injection Attack',",52
58.16.17.130,":'SQL Injection Attack: Common DB Names Detected',",17
58.16.17.130,MSG,0
58.20.254.83,":'PHP Injection Attack: High-Risk PHP Function Call Found',",2
58.20.254.86,MSG,0
58.208.255.156,MSG,0
58.210.170.46,MSG,0
58.211.168.246,MSG,0
58.213.153.14,MSG,0
58.214.195.254,MSG,0
58.215.13.190,MSG,0
58.216.32.43,MSG,0
58.216.61.195,":'PHP Injection Attack: High-Risk PHP Function Call Found',",5816
58.216.61.195,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1053
58.216.61.195,":'SQL Comment Sequence Detected.',",1053
58.216.61.195,":'SQL Injection Attack',",4773
58.218.213.150,":'PHP Injection Attack: High-Risk PHP Function Call Found',",58696
58.218.213.150,":'PHP Injection Attack: Low-Value PHP Function Call Found',",12508
58.218.213.150,":'PHP Injection Attack: Variable Function Call Found',",30
58.218.213.150,":'Remote Command Execution: Unix Shell Expression Found',",38
58.218.213.150,":'SQL Comment Sequence Detected.',",12662
58.218.213.150,":'SQL Injection Attack',",26805
58.218.213.156,":'PHP Injection Attack: High-Risk PHP Function Call Found',",304
58.218.213.156,":'PHP Injection Attack: Low-Value PHP Function Call Found',",42
58.218.213.156,":'SQL Comment Sequence Detected.',",42
58.218.213.156,":'SQL Injection Attack',",86
58.218.56.74,":'PHP Injection Attack: High-Risk PHP Function Call Found',",602
58.218.56.74,":'PHP Injection Attack: Low-Value PHP Function Call Found',",48
58.218.56.74,":'SQL Comment Sequence Detected.',",48
58.218.56.74,":'SQL Injection Attack',",142
58.218.66.30,MSG,0
58.218.66.46,":'PHP Injection Attack: High-Risk PHP Function Call Found',",4400
58.218.66.46,":'PHP Injection Attack: Low-Value PHP Function Call Found',",139
58.218.66.46,":'Remote Command Execution: Unix Shell Expression Found',",13
58.218.66.46,":'SQL Comment Sequence Detected.',",139
58.218.66.46,":'SQL Injection Attack',",850
58.218.66.46,MSG,0
58.219.29.179,":'PHP Injection Attack: High-Risk PHP Function Call Found',",9199
58.219.29.179,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1115
58.219.29.179,":'SQL Comment Sequence Detected.',",1115
58.219.29.179,":'SQL Injection Attack',",2531
58.219.29.179,MSG,0
58.221.42.195,":'PHP Injection Attack: High-Risk PHP Function Call Found',",13064
58.221.42.195,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1913
58.221.42.195,":'SQL Comment Sequence Detected.',",1913
58.221.42.195,":'SQL Injection Attack',",5094
58.223.166.180,MSG,0
58.223.166.182,MSG,0
58.223.166.184,MSG,0
58.223.166.186,MSG,0
58.247.22.199,MSG,0
58.250.143.116,MSG,0
58.251.121.28,MSG,0
58.42.243.6,MSG,0
58.46.50.93,":'PHP Injection Attack: High-Risk PHP Function Call Found',",684
58.46.50.93,":'SQL Injection Attack',",221
58.56.121.82,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1671
58.56.121.82,":'PHP Injection Attack: Low-Value PHP Function Call Found',",1671
58.56.121.82,":'PHP Injection Attack: Variables Found',",1668
58.56.121.82,":'Possible XSS Attack Detected - HTML Tag Handler',",3
58.56.121.82,":'Remote Command Execution: Unix Shell Expression Found',",2
58.56.121.82,":'SQL Comment Sequence Detected.',",1
58.56.121.82,":'SQL Injection Attack',",1672
58.56.121.82,":'XSS Filter - Category 5: Disallowed HTML Attributes',",3
58.56.52.212,MSG,0
58.64.136.156,MSG,0
58.64.188.43,":'PHP Injection Attack: High-Risk PHP Function Call Found',",564
58.64.188.43,":'PHP Injection Attack: Low-Value PHP Function Call Found',",543
58.64.188.43,":'PHP Injection Attack: Variables Found',",543
58.64.188.43,":'SQL Injection Attack',",564
58.64.40.103,MSG,0
58.64.40.21,MSG,0
58.69.76.149,MSG,0
58.71.89.83,MSG,0
58.82.234.138,":'Path Traversal Attack (/../)',",1
58.82.234.138,MSG,0
59.174.1.86,":'PHP Injection Attack: High-Risk PHP Function Call Found',",1934
59.174.1.86,":'SQL Injection Attack',",503
59.174.1.86,MSG,0
59.188.225.124,":'Path Traversal Attack (/../)',",19
59.188.225.124,MSG,0
59.41.129.18,MSG,0
59.41.66.141,MSG,0
59.44.100.110,MSG,0
59.44.103.50,MSG,0
59.44.104.82,MSG,0
59.44.104.93,MSG,0
59.44.106.166,MSG,0
59.44.107.150,MSG,0
59.44.107.35,MSG,0
59.44.109.10,MSG,0
59.44.109.114,MSG,0
59.44.110.154,MSG,0
59.44.114.118,MSG,0
59.44.114.122,MSG,0
59.44.115.102,MSG,0
59.44.115.130,MSG,0
59.44.115.74,MSG,0
59.44.116.181,MSG,0
59.44.116.182,MSG,0
59.44.116.30,MSG,0
59.44.118.202,MSG,0
59.44.121.226,MSG,0
59.44.96.101,MSG,0
59.44.96.29,MSG,0
59.44.96.50,MSG,0
59.44.97.186,MSG,0
59.44.97.210,MSG,0
59.44.98.106,MSG,0
59.44.98.118,MSG,0
59.44.99.14,MSG,0
59.44.99.226,MSG,0
59.44.99.6,MSG,0
59.45.34.182,MSG,0
59.45.34.202,MSG,0
59.45.34.214,MSG,0
59.45.34.230,MSG,0
59.45.34.250,MSG,0
59.45.35.118,MSG,0
59.45.35.150,MSG,0
59.45.35.22,MSG,0
59.45.36.174,MSG,0
59.45.36.182,MSG,0
59.45.36.218,MSG,0
59.45.36.26,MSG,0
59.45.37.130,MSG,0
59.45.37.154,MSG,0
59.45.37.246,MSG,0
59.45.37.98,MSG,0
59.45.38.230,MSG,0
59.45.39.176,MSG,0
59.45.40.1,MSG,0
59.45.40.102,MSG,0
59.45.40.103,MSG,0
59.45.40.105,MSG,0
59.45.40.106,MSG,0
59.45.40.107,MSG,0
59.45.40.11,MSG,0
59.45.40.110,MSG,0
59.45.40.113,MSG,0
59.45.40.115,MSG,0
59.45.40.116,MSG,0
59.45.40.121,MSG,0
59.45.40.122,MSG,0
59.45.40.123,MSG,0
59.45.40.126,MSG,0
59.45.40.127,MSG,0
59.45.40.16,MSG,0
59.45.40.20,MSG,0
59.45.40.22,MSG,0
59.45.40.23,MSG,0
59.45.40.25,MSG,0
59.45.40.27,MSG,0
59.45.40.29,MSG,0
59.45.40.35,MSG,0
59.45.40.36,MSG,0
59.45.40.37,MSG,0
59.45.40.38,MSG,0
59.45.40.39,MSG,0
59.45.40.41,MSG,0
59.45.40.44,MSG,0
59.45.40.48,MSG,0
59.45.40.49,MSG,0
59.45.40.51,MSG,0
59.45.40.54,MSG,0
59.45.40.55,MSG,0
59.45.40.58,MSG,0
59.45.40.59,MSG,0
59.45.40.6,MSG,0
59.45.40.61,MSG,0
59.45.40.62,MSG,0
59.45.40.64,MSG,0
59.45.40.66,MSG,0
59.45.40.67,":'Looking for basic sql injection. Common attack string for mysql, oracle and others.',",9
59.45.40.67,":'SQL Comment Sequence Detected.',",9
59.45.40.67,":'SQL Injection Attack',",9
59.45.40.67,MSG,0
59.45.40.72,MSG,0
59.45.40.73,MSG,0
59.45.40.74,MSG,0
59.45.40.76,MSG,0
59.45.40.79,MSG,0
59.45.40.8,MSG,0
59.45.40.80,MSG,0
59.45.40.81,MSG,0
59.45.40.82,MSG,0
59.45.40.83,MSG,0
59.45.40.84,MSG,0
59.45.40.93,MSG,0
59.45.40.97,MSG,0
59.45.43.66,MSG,0
59.45.46.110,MSG,0
59.45.47.174,MSG,0
59.45.47.178,MSG,0
59.45.51.174,MSG,0
59.45.53.150,MSG,0
59.45.53.182,MSG,0
59.45.60.130,MSG,0
59.45.60.150,MSG,0
59.45.60.62,MSG,0
59.45.60.66,MSG,0
59.45.61.118,MSG,0
59.45.61.146,MSG,0
59.45.61.154,MSG,0
59.45.61.162,MSG,0
59.45.62.182,MSG,0
59.45.62.186,MSG,0
59.45.62.2,MSG,0
59.45.62.242,MSG,0
59.45.63.206,MSG,0
59.45.63.210,MSG,0
59.45.63.94,MSG,0
59.46.133.100,MSG,0
59.46.133.101,MSG,0
59.46.133.116,MSG,0
59.46.133.138,MSG,0
59.46.133.186,MSG,0
59.46.133.214,MSG,0
59.46.134.130,MSG,0
59.46.134.162,MSG,0
59.46.134.34,MSG,0
59.46.135.30,MSG,0
59.46.135.31,MSG,0
59.46.135.32,MSG,0
59.46.135.33,MSG,0
59.46.135.34,MSG,0
59.46.135.35,MSG,0
59.46.135.36,MSG,0
59.46.135.37,MSG,0
59.46.135.38,MSG,0
59.46.136.138,MSG,0
59.46.136.158,MSG,0
59.46.136.178,MSG,0
59.46.137.190,MSG,0
59.46.137.202,MSG,0
59.46.137.22,MSG,0
59.46.137.3,MSG,0
59.46.138.10,MSG,0
59.46.138.122,MSG,0
59.46.138.195,MSG,0
59.46.138.42,MSG,0
59.46.139.150,MSG,0
59.46.139.74,MSG,0
59.46.139.82,MSG,0
59.46.142.114,MSG,0
59.46.142.122,MSG,0
59.46.142.186,MSG,0
59.46.142.54,MSG,0
59.46.144.22,MSG,0
59.46.145.66,MSG,0
59.46.146.50,MSG,0
59.46.146.98,MSG,0
59.46.148.104,MSG,0
59.46.148.18,MSG,0
59.46.148.46,MSG,0
59.46.148.50,MSG,0
59.46.148.54,MSG,0
59.46.148.58,MSG,0
59.46.148.66,MSG,0
59.46.148.70,MSG,0
59.46.148.98,MSG,0
59.46.149.34,MSG,0
59.46.150.14,MSG,0
59.46.150.2,MSG,0
59.46.150.40,MSG,0
59.46.150.41,MSG,0
59.46.150.44,MSG,0
59.46.150.6,MSG,0
59.46.150.82,MSG,0
59.46.153.18,MSG,0
59.46.153.186,MSG,0
59.46.153.84,MSG,0
59.46.155.158,MSG,0
59.46.155.217,MSG,0
59.46.155.218,MSG,0
59.46.155.228,MSG,0
59.46.155.230,MSG,0
59.46.155.231,MSG,0
59.46.155.232,MSG,0
59.46.155.42,MSG,0
59.46.156.142,MSG,0
59.46.156.194,MSG,0
59.46.157.138,MSG,0
59.46.157.194,MSG,0
59.46.157.211,MSG,0
59.46.157.43,MSG,0
59.46.157.58,MSG,0
59.46.157.9,MSG,0
59.46.158.180,MSG,0
59.46.158.181,MSG,0
59.46.158.182,MSG,0
59.46.158.183,MSG,0
59.46.158.184,MSG,0
59.46.158.185,MSG,0
59.46.158.186,MSG,0
59.46.158.187,MSG,0
59.46.158.189,MSG,0
59.46.158.190,MSG,0
59.46.158.22,MSG,0
59.46.158.251,MSG,0
59.46.158.30,MSG,0
59.46.158.65,MSG,0
59.46.158.66,MSG,0
59.46.158.67,MSG,0
59.46.158.68,MSG,0
59.46.158.69,MSG,0
59.46.159.104,MSG,0
59.46.159.14,MSG,0
59.46.159.162,MSG,0
59.46.159.168,MSG,0
59.46.159.178,MSG,0
59.46.159.74,MSG,0
59.46.160.102,MSG,0
59.46.160.230,MSG,0
59.46.160.62,MSG,0
59.46.161.110,MSG,0
59.46.161.14,MSG,0
59.46.161.186,MSG,0
59.46.161.226,MSG,0
59.46.161.242,MSG,0
59.46.161.26,MSG,0
59.46.161.39,MSG,0
59.46.162.10,MSG,0
59.46.162.122,MSG,0
59.46.162.163,MSG,0
59.46.162.234,MSG,0
59.46.163.30,MSG,0
59.46.164.106,MSG,0
59.46.164.140,MSG,0
59.46.164.206,MSG,0
59.46.164.218,MSG,0
59.46.164.42,MSG,0
59.46.165.141,MSG,0
59.46.165.206,MSG,0
59.46.165.214,MSG,0
59.46.165.246,MSG,0
59.46.165.26,MSG,0
59.46.165.98,MSG,0
59.46.166.106,MSG,0
59.46.166.229,MSG,0
59.46.166.6,MSG,0
59.46.167.216,MSG,0
59.46.167.219,MSG,0
59.46.168.38,MSG,0
59.46.168.90,MSG,0
59.46.169.122,MSG,0
59.46.169.162,MSG,0
59.46.169.178,MSG,0
59.46.169.182,MSG,0
59.46.169.194,MSG,0
59.46.169.28,MSG,0
59.46.169.42,MSG,0
59.46.170.142,MSG,0
59.46.170.155,MSG,0
59.46.170.157,MSG,0
59.46.170.158,MSG,0
59.46.170.182,MSG,0
59.46.170.70,MSG,0
59.46.171.176,MSG,0
59.46.171.177,MSG,0
59.46.171.178,MSG,0
59.46.171.179,MSG,0
59.46.171.192,MSG,0
59.46.171.193,MSG,0
59.46.171.194,MSG,0
59.46.171.195,MSG,0
59.46.171.196,MSG,0
59.46.172.162,MSG,0
59.46.172.210,MSG,0
59.46.172.226,MSG,0
59.46.172.227,MSG,0
59.46.172.228,MSG,0
59.46.172.229,MSG,0
59.46.172.230,MSG,0
59.46.172.231,MSG,0
59.46.172.241,MSG,0
59.46.172.242,MSG,0
59.46.172.243,MSG,0
59.46.172.244,MSG,0
59.46.172.245,MSG,0
59.46.172.54,MSG,0
59.46.172.80,":'SQL Comment Sequence Detected.',",2
59.46.172.80,MSG,0
59.46.174.118,MSG,0
59.46.174.19,MSG,0
59.46.174.196,MSG,0
59.46.174.34,MSG,0
59.46.174.44,MSG,0
59.46.175.162,MSG,0
59.46.175.74,MSG,0
59.46.176.18,MSG,0
59.46.176.82,MSG,0
59.46.176.98,MSG,0
59.46.177.106,MSG,0
59.46.177.114,MSG,0
59.46.177.126,MSG,0
59.46.177.180,MSG,0
59.46.177.218,MSG,0
